Username,Team,Age_Range,Gender,Grade,Travel_Time,Special_Feature,Password
12127,Specialis Revelio,40-49,Male,D,120-149,,qzvczaw
27682,Specialis Revelio,50-59,Female,D,60-89,,emcnlnl
26563,Fidelius Charm,50-59,Male,D,30-59,,wvmejce
14038,Confringo,40-49,Female,D,0-29,,ljuwftm
23372,Confringo,30-39,Female,D,60-89,,qpvrolo
20045,Confringo,50-59,Female,D,120-149,,njspxgj
20706,Confringo,50-59,Male,D,0-29,,tlrxafo
27111,Confringo,40-49,Male,D,90-119,,obidhao
17894,Confringo,30-39,Female,D,150-179,,bkqskmb
23943,Confringo,50-59,Female,D,30-59,,thygqzq
10774,Mobilicorpus,50-59,Female,D,30-59,,efddyny
13594,Mobilicorpus,40-49,Male,D,60-89,,ewtuisq
19039,Mobilicorpus,20-29,Female,D,60-89,,raqrnxs
21519,Mobilicorpus,50-59,Male,D,0-29,,kynnxuc
20761,Mobilicorpus,50-59,Female,D,120-149,,efdmlmm
19330,Mobilicorpus,50-59,Female,D,180+,,rnnhhap
24550,Avada Kedavra,30-39,Male,D,0-29,,qhfxfeb
10909,Locomotor Mortis,60>,Female,D,0-29,,kthuanh
19406,Locomotor Mortis,60>,Male,D,90-119,,kmvggai
22483,Deprimo,20-29,Male,D,180+,,onusjrr
24054,Deprimo,30-39,Male,D,120-149,,oxpjrqc
23326,Deprimo,50-59,Male,D,30-59,,xrveuvw
24386,Impedimenta,50-59,Female,D,180+,,wtkcikv
13498,Impedimenta,40-49,Male,D,30-59,,rxwotwx
13690,Impedimenta,40-49,Female,D,180+,,mpeisij
26561,Meteolojinx Recanto,50-59,Female,D,60-89,,ihqeqaw
18556,Meteolojinx Recanto,60>,Male,D,0-29,,zbvcaaz
28513,Meteolojinx Recanto,50-59,Female,D,30-59,,hosxjml
10786,Defodio,50-59,Male,D,120-149,,rsxrlhi
24425,Aparecium,50-59,Male,D,120-149,,bsfmshi
24295,Impedimenta,30-39,Female,D,120-149,,mwryobn
23497,Impedimenta,50-59,Male,D,60-89,,ghoeenv
22105,Meteolojinx Recanto,50-59,Female,D,150-179,,joveora
23667,Meteolojinx Recanto,50-59,Male,D,180+,,ojoaowh
23061,Defodio,50-59,Female,D,0-29,,xebwqyz
26492,Aguamenti,50-59,Male,D,90-119,,jqqbiaa
16983,Avada Kedavra,20-29,Male,D,60-89,,eeuahle
28363,Avada Kedavra,50-59,Male,D,150-179,,luoyxfu
21522,Avada Kedavra,40-49,Female,D,90-119,,xmxbipy
23864,Deprimo,50-59,Female,D,150-179,,irmpyby
11214,Impedimenta,40-49,Female,D,90-119,,hbvubgv
19414,Deprimo,40-49,Male,D,60-89,,dtutkco
21924,Impedimenta,50-59,Male,D,0-29,,tjondon
25840,Impedimenta,50-59,Male,D,0-29,,qmcubka
13374,Impedimenta,50-59,Male,D,180+,,dobisfo
20752,Levicorpus,20-29,Male,D,30-59,,yrdwwyx
10502,Confringo,50-59,Male,D,120-149,,ifozegl
19893,Confringo,50-59,Female,D,60-89,,oyuftax
24034,Confringo,50-59,Male,D,120-149,,zkphauz
13056,Confringo,50-59,Male,D,30-59,,cmrwsox
13059,Confringo,40-49,Male,D,0-29,,arbqigm
14247,Confringo,40-49,Male,D,90-119,,oswenkt
10398,Duro,50-59,Female,D,0-29,,goeneno
12027,Duro,50-59,Male,D,90-119,,qrejsza
26363,Duro,50-59,Female,D,30-59,,bqcbhge
19336,Duro,40-49,Female,D,30-59,,dwaraug
19374,Levicorpus,30-39,Male,D,90-119,,qrvbztb
25183,Levicorpus,50-59,Male,D,90-119,Standing Desk,qnmlccg
13389,Mobilicorpus,30-39,Female,D,30-59,,zpssvfx
16969,Mobilicorpus,20-29,Male,D,90-119,,omqcbuw
18963,Mobilicorpus,40-49,Male,D,60-89,,ixfyukg
22580,Mobilicorpus,50-59,Female,D,180+,,vclxfob
17548,Mobilicorpus,50-59,Male,D,30-59,,yxgniug
23445,Levicorpus,20-29,Male,D,0-29,,oexphmp
26356,Fidelius Charm,30-39,Male,D,60-89,,skhyuig
10459,Sonorus,50-59,Female,D,180+,,hhelody
10671,Sonorus,50-59,Male,D,30-59,,qnkfepf
15681,Sonorus,30-39,Male,D,30-59,,sfcltha
22942,Sonorus,30-39,Male,D,60-89,,vriuvtg
23883,Sonorus,40-49,,D,30-59,,nbphgur
12862,Sonorus,30-39,Male,D,120-149,,mdxvkow
14727,Sonorus,40-49,,D,60-89,,nzixvim
26456,Sonorus,50-59,Female,D,0-29,,yfdypbn
25251,Sonorus,30-39,Male,D,90-119,,bxqinnp
18541,Imperio,20-29,Male,D,60-89,,xspytcc
10654,Imperio,40-49,Female,D,30-59,,bxlqdcd
17865,Imperio,30-39,Male,D,30-59,,miboado
26120,Imperio,40-49,Male,D,30-59,,avsoqvp
15107,Duro,20-29,Female,D,30-59,,zacshei
21454,Duro,20-29,Male,D,60-89,,dohnlwn
22472,Duro,30-39,Male,D,60-89,,ufbuypw
14285,Duro,30-39,Male,D,150-179,,snrtupl
24397,Duro,50-59,Male,D,0-29,,nehfrnd
17616,Duro,50-59,Female,D,60-89,,exnponv
23452,Levicorpus,20-29,Female,D,30-59,,xrlqlcm
19495,Mobilicorpus,20-29,Male,D,180+,,dvhrxop
20665,Mobilicorpus,20-29,Female,D,180+,,pfkbdfy
25989,Mobilicorpus,20-29,Female,D,60-89,,ojjwzib
20046,Mobilicorpus,50-59,Female,D,60-89,,xxxmqkk
23210,Mobilicorpus,30-39,Male,D,150-179,,enxfxqf
18288,Fidelius Charm,30-39,Female,D,120-149,,rygqltv
22791,Fidelius Charm,30-39,Male,D,150-179,,dqmklgi
23715,Fidelius Charm,20-29,Female,D,30-59,,wmpblhi
25634,Fidelius Charm,20-29,Male,D,30-59,,jybzctx
26614,Fidelius Charm,30-39,Male,D,150-179,,halymyz
21231,Fidelius Charm,50-59,Female,D,180+,,vaogazn
24527,Fidelius Charm,50-59,Female,D,60-89,,ndhjwqv
27611,Fidelius Charm,40-49,Female,D,150-179,,zvjdrjm
28153,Fidelius Charm,40-49,Female,D,150-179,,airrffn
20901,Fidelius Charm,40-49,Male,D,180+,,yidbopf
26136,Wingardium Leviosa,30-39,Female,D,30-59,,fxvzqdr
20954,Nox,20-29,Female,D,180+,,rgvnzpn
12414,Confringo,60>,Male,D,0-29,,kaaukjd
17084,Confringo,20-29,Female,D,60-89,,tezbdxh
21007,Confringo,50-59,Female,D,60-89,,fsutiez
18509,Confringo,40-49,Male,D,90-119,,yomdkyq
22911,Confringo,40-49,Female,D,30-59,,hexeoln
23410,Confringo,30-39,Female,D,120-149,,hngqmvq
50088,Confringo,30-39,Female,D,180+,,ldoiyzx
19498,Levicorpus,20-29,Female,D,120-149,,upkkoyp
24621,Levicorpus,20-29,Male,D,180+,,rstlwdb
24643,Levicorpus,20-29,Female,D,90-119,,pkojbuq
10024,Locomotor Mortis,60>,Male,D,120-149,,tnodamc
20622,Locomotor Mortis,20-29,Male,D,150-179,,kwpyuha
21396,Locomotor Mortis,20-29,Female,D,60-89,,hpqqbhq
21397,Locomotor Mortis,20-29,Male,D,30-59,,chyifey
18984,Locomotor Mortis,30-39,Female,D,30-59,,sjfcdlb
17766,Mobilicorpus,30-39,Female,D,120-149,,cogrccd
17825,Mobilicorpus,30-39,Male,D,150-179,,idyxzro
20695,Mobilicorpus,50-59,Male,D,30-59,,djcsleq
20732,Mobilicorpus,40-49,Female,D,30-59,,asnlbgr
20757,Mobilicorpus,20-29,Male,D,150-179,,fkmteck
22780,Mobilicorpus,50-59,Male,D,150-179,,reuytsb
25342,Mobilicorpus,50-59,Male,D,90-119,,epbhvum
24562,Mobilicorpus,50-59,Female,D,30-59,,falpquj
18771,Duro,20-29,Male,D,0-29,,mcyfcpw
22260,Duro,40-49,,D,90-119,,gthtgwy
16655,Duro,50-59,Female,D,30-59,,hcooeck
20329,Duro,30-39,Female,D,150-179,,zknjshc
23536,Duro,50-59,Female,D,60-89,,qrrhndb
23808,Fidelius Charm,20-29,Female,D,30-59,,vhhkvqb
18855,Mobilicorpus,60>,Female,D,0-29,,uifnebn
21429,Duro,20-29,Female,D,30-59,,ghekvxw
20380,Duro,50-59,Female,D,150-179,,cdopddf
24066,Defodio,50-59,Male,D,180+,,dulnduk
27823,Mobilicorpus,30-39,Male,D,120-149,,ebpaqyz
50153,Mobilicorpus,30-39,Female,D,30-59,,djztede
26924,Defodio,40-49,Female,D,30-59,,ebmrlnv
50171,Defodio,30-39,Male,D,30-59,Ergonomic Chair,knfefav
15362,Mobilicorpus,20-29,Female,D,30-59,,grtxrui
22701,Mobilicorpus,50-59,Male,D,60-89,,tbwureo
28662,Mobilicorpus,40-49,Male,D,90-119,,cfnrlts
11727,Mobilicorpus,40-49,Female,D,90-119,,jbwzocj
11923,Mobilicorpus,50-59,Female,D,90-119,,prkfxmw
16026,Mobilicorpus,50-59,Female,D,120-149,,ozsecli
27663,Mobilicorpus,40-49,Male,D,60-89,,ceecxin
50015,Mobilicorpus,30-39,Female,D,30-59,,rkkampl
15093,Locomotor Mortis,20-29,Male,D,180+,,ooqunnb
18111,Locomotor Mortis,60>,Male,D,120-149,,ovyoqea
27734,Locomotor Mortis,30-39,Female,D,30-59,,jvycmgc
18832,Defodio,50-59,Female,D,60-89,,zljixrt
26227,Liberacorpus,50-59,Female,D,30-59,,ksuppal
10529,Mobilicorpus,50-59,Female,D,0-29,,sukhlhv
10557,Mobilicorpus,50-59,Male,D,60-89,,pkjxerp
12346,Sonorus,40-49,Male,D,30-59,,hvsfwcl
11236,Duro,40-49,Male,D,180+,,sogkkwj
10487,Mobilicorpus,60>,Male,D,0-29,,kfquwwo
14403,Duro,40-49,Female,D,90-119,,oxznxbt
21251,Duro,50-59,Female,D,90-119,,zwbjlzs
13865,Duro,40-49,Male,D,90-119,,ildreef
24765,Confringo,30-39,Male,D,60-89,,cvqigcl
10152,Confringo,60>,Male,D,30-59,,vjmoxts
10181,Confringo,60>,Male,D,60-89,,xajjyrt
13054,Confringo,50-59,Male,D,30-59,,qhiaagq
14569,Confringo,40-49,Female,D,30-59,,pmlvpyh
14661,Confringo,40-49,Male,D,90-119,,nfimtar
20092,Confringo,40-49,,D,60-89,,acuzqur
23665,Confringo,50-59,Female,D,90-119,,idqhivc
28811,Confringo,40-49,Female,D,0-29,,kbprfow
18381,Confringo,40-49,,D,30-59,,daqdrkp
18185,Locomotor Mortis,60>,Male,D,180+,,ogckjhf
22627,Locomotor Mortis,50-59,Male,D,0-29,,ulsazpi
23784,Locomotor Mortis,50-59,Male,D,0-29,,xkugtwn
28474,Fidelius Charm,60>,Male,D,180+,,yyrcdyl
10006,Mobilicorpus,60>,Female,D,30-59,Standing Desk,owyupbg
12296,Mobilicorpus,50-59,Male,D,30-59,,rocnojw
22788,Mobilicorpus,50-59,Female,D,150-179,,mfbwqbf
15187,Mobilicorpus,40-49,Female,D,150-179,,campzsk
16598,Mobilicorpus,50-59,Female,D,0-29,,ssdahic
13773,Levicorpus,40-49,Male,D,120-149,,ilydgww
18242,Fidelius Charm,40-49,Female,D,30-59,,jlxqkux
26972,Fidelius Charm,30-39,Female,D,30-59,,lbzxqqx
15726,Impedimenta,60>,Male,D,30-59,,nzfzpxv
14720,Impedimenta,30-39,Male,D,150-179,,khkfaic
10604,Confringo,50-59,Female,D,90-119,,tgzowhz
18149,Confringo,30-39,Male,D,30-59,,lrbscit
15767,Mobilicorpus,40-49,Female,D,60-89,,yaefqxt
11253,Mobilicorpus,40-49,Male,D,0-29,,cmquejp
17348,Sonorus,20-29,Female,D,60-89,,aeflony
20895,Sonorus,30-39,Female,D,180+,,mflhzpy
20382,Sonorus,40-49,Female,D,60-89,,oeuihla
27232,Sonorus,40-49,,D,60-89,,ltegenc
13729,Aparecium,50-59,Male,D,0-29,,ipdwljc
11024,Aparecium,40-49,Female,D,60-89,,tbklmap
17980,Levicorpus,20-29,Male,D,90-119,,howubri
15397,Deprimo,30-39,Male,D,60-89,,hmuotdg
24077,Fidelius Charm,50-59,Male,D,90-119,,gtcyppv
23804,Wingardium Leviosa,30-39,Male,D,30-59,,fywkaks
11892,Reducto,40-49,Female,D,60-89,,zyituol
13153,Mobilicorpus,50-59,Male,D,30-59,,conjtlu
12682,Sonorus,20-29,Female,D,150-179,,dpploix
18473,Aparecium,30-39,Female,D,180+,,yescfpc
11353,Avada Kedavra,50-59,Female,D,150-179,,vhisyil
14811,Liberacorpus,40-49,Female,D,0-29,,vwlijbq
17734,Imperio,30-39,Female,D,30-59,,yquwybv
24564,Imperio,30-39,Male,D,0-29,,laspqwq
10348,Locomotor Mortis,50-59,Female,D,180+,,ltqnxcn
20148,Locomotor Mortis,40-49,,D,60-89,,ygnxqij
22004,Locomotor Mortis,50-59,Female,D,150-179,,ppvknxm
19543,Locomotor Mortis,50-59,Male,D,150-179,,grjkahp
20832,Locomotor Mortis,60>,Female,D,30-59,,zsngxze
11776,Specialis Revelio,50-59,Female,D,60-89,,houiaxp
14339,Specialis Revelio,40-49,Male,D,60-89,,qwujyca
19348,Fidelius Charm,50-59,Male,D,30-59,,riwixdp
12996,Mobilicorpus,50-59,Female,D,30-59,,tpkpmzl
12552,Aparecium,40-49,Male,D,30-59,,kshvdhd
20323,Levicorpus,40-49,Male,D,0-29,,nndknmy
14982,Locomotor Mortis,30-39,Female,D,90-119,,cikqook
16015,Locomotor Mortis,30-39,Male,D,0-29,,txeuniy
22127,Locomotor Mortis,50-59,Female,D,120-149,,wfoqynt
24905,Locomotor Mortis,50-59,Female,D,30-59,,mbqaddx
15801,Locomotor Mortis,40-49,Female,D,60-89,,smrszvk
28169,Avada Kedavra,40-49,Female,D,60-89,,vpjqgjd
21203,Liberacorpus,50-59,Female,D,180+,,raaqwxm
19327,Locomotor Mortis,50-59,Female,D,60-89,,nhcslqm
26857,Mobilicorpus,40-49,Female,D,120-149,,zbandrh
26935,Mobilicorpus,30-39,Female,D,150-179,,wqirdwd
27053,Mobilicorpus,40-49,Female,D,90-119,,vgpeceb
26575,Mobilicorpus,50-59,Female,D,90-119,,paeqgbm
19825,Mobilicorpus,30-39,Female,D,30-59,,ncurikg
26176,Mobilicorpus,20-29,Male,D,0-29,,zwornbc
50133,Mobilicorpus,30-39,Male,D,30-59,,egghgyv
11121,Specialis Revelio,50-59,Female,D,30-59,,snpjlif
18932,Mobilicorpus,20-29,Male,D,90-119,,wmerpkm
19739,Mobilicorpus,30-39,Female,D,30-59,,xtkgaqt
26170,Mobilicorpus,20-29,Male,D,0-29,,znmuvyg
13696,Mobilicorpus,50-59,Female,D,0-29,,llfytbk
50090,Mobilicorpus,40-49,Male,D,0-29,,egvhaoc
26730,Wingardium Leviosa,40-49,Female,D,90-119,,ulfaeop
26439,Mobilicorpus,20-29,Male,D,0-29,,blfqnti
12863,Mobilicorpus,20-29,Male,D,30-59,,dzijsnb
26753,Deprimo,40-49,Male,D,30-59,,zsakijf
20683,Mobilicorpus,20-29,Female,D,90-119,,mrwngas
24685,Protego Totalum,50-59,Female,D,30-59,,lrtpbim
14255,Confringo,40-49,Male,D,60-89,,ujblhec
16503,Confringo,30-39,Male,D,30-59,,gmcirkz
25470,Confringo,50-59,Male,D,150-179,,sjzqhki
27873,Confringo,50-59,Male,D,30-59,,iyhkrnv
10687,Confringo,50-59,Male,D,150-179,,rrwfaaw
11184,Confringo,50-59,Male,D,60-89,,luarrsy
15031,Confringo,30-39,Female,D,30-59,,ufxdbll
23151,Confringo,50-59,Female,D,120-149,,oulhbsg
26077,Confringo,30-39,Male,D,120-149,,diuokck
10867,Mobilicorpus,50-59,Female,D,30-59,,emldsco
13430,Mobilicorpus,50-59,Female,D,30-59,,nmbnqlo
21441,Mobilicorpus,50-59,Female,D,150-179,,yylnoid
25913,Mobilicorpus,20-29,Female,D,90-119,,ccaeljw
12719,Locomotor Mortis,50-59,Male,D,90-119,,cdlpkbp
25646,Locomotor Mortis,50-59,Female,D,150-179,,lntvzyq
24292,Impedimenta,20-29,Male,D,60-89,,vkcfmju
13066,Aparecium,40-49,Male,D,30-59,,kusqcpw
19323,Impedimenta,40-49,Female,D,0-29,,fzyalgh
26500,Aparecium,50-59,Male,D,0-29,,wfxlrdq
16165,Meteolojinx Recanto,20-29,Female,D,30-59,,vnvuxso
20975,Meteolojinx Recanto,40-49,Female,D,0-29,,qskqvld
26342,Obscuro,50-59,Female,D,30-59,,uipobxg
26703,Impedimenta,50-59,Male,D,90-119,,vycmqrm
13491,Impedimenta,40-49,Male,D,150-179,,jhvzjzi
19626,Defodio,60>,Male,D,60-89,,imvmiae
18809,Aguamenti,20-29,Male,D,30-59,,cqxqzgv
14978,Aguamenti,40-49,Male,D,60-89,,imvlqui
15390,Wingardium Leviosa,50-59,Female,D,90-119,,ijxrzqf
26192,Aparecium,50-59,Female,D,150-179,,uatpywt
26996,Avada Kedavra,30-39,Female,D,30-59,,khzawpc
15712,Meteolojinx Recanto,40-49,Male,D,90-119,,izdnznt
18808,Meteolojinx Recanto,60>,Male,D,60-89,,ikhhhtf
13168,Deprimo,50-59,Female,D,60-89,,coqsuuj
18006,Deprimo,50-59,Male,D,120-149,,yswuuqd
23607,Impedimenta,40-49,Male,D,30-59,,llfakkf
22697,Impedimenta,50-59,Female,D,0-29,,caggolc
27309,Impedimenta,40-49,Male,D,0-29,,vcooois
21866,Impedimenta,40-49,Male,D,30-59,,dgjucya
13670,Confringo,30-39,Female,D,180+,,wkzmfpj
20476,Confringo,50-59,Male,D,150-179,,pznjqhi
24321,Confringo,50-59,Female,D,150-179,,ynbpfcy
10288,Confringo,40-49,Male,D,0-29,,opszslt
18001,Confringo,30-39,Male,D,0-29,,blfogqb
23908,Confringo,40-49,Male,D,0-29,,jzdrjpr
50319,Confringo,30-39,Male,D,120-149,,rhzvdiu
23865,Confringo,40-49,Female,D,0-29,,wiywigb
16077,Duro,20-29,Male,D,30-59,,baqajpq
16153,Sonorus,30-39,Female,D,0-29,,uyvjmap
25650,Sonorus,40-49,Male,D,150-179,,linstgr
15395,Levicorpus,30-39,Male,D,180+,,eabqggv
12765,Defodio,40-49,Female,D,180+,,acbwsie
10822,Mobilicorpus,50-59,Female,D,120-149,,rswydcu
11717,Mobilicorpus,50-59,Male,D,30-59,,tsbiuzi
15012,Mobilicorpus,30-39,Male,D,90-119,,ldqpkyk
14066,Mobilicorpus,50-59,Male,D,180+,,ygunlon
19781,Levicorpus,20-29,Female,D,150-179,,hceoyah
23663,Sonorus,30-39,Male,D,150-179,,msyflcv
25597,Sonorus,50-59,Female,D,30-59,,pebjaqp
10140,Wingardium Leviosa,40-49,,D,0-29,,nbtkzkz
16744,Mobilicorpus,40-49,Male,D,0-29,,auiwfvf
17884,Mobilicorpus,40-49,Female,D,150-179,,nuwlhxl
26591,Imperio,50-59,Female,D,150-179,,vobtoyk
18053,Duro,20-29,Male,D,180+,,fxnkqqw
19023,Duro,40-49,Male,D,120-149,,rdpmdnl
20891,Duro,20-29,Male,D,30-59,,drncbxc
22316,Duro,20-29,Male,D,90-119,,cixilpo
22465,Duro,40-49,Female,D,0-29,,vrekmtu
22549,Duro,20-29,Male,D,90-119,,urzcpir
15497,Duro,40-49,Female,D,30-59,,wchhpyl
18254,Duro,30-39,Female,D,60-89,,vytgnsq
23645,Duro,30-39,Male,D,150-179,,lctkcme
19472,Levicorpus,20-29,Male,D,150-179,,gkmfgvg
16753,Mobilicorpus,60>,Male,D,180+,,ifzyuoj
17796,Mobilicorpus,40-49,Male,D,180+,,trwzxxh
22462,Mobilicorpus,40-49,Male,D,150-179,,ndyxdah
22798,Mobilicorpus,30-39,Female,D,180+,,dkjdgjs
23712,Fidelius Charm,30-39,Male,D,60-89,,tjvkvfs
28454,Fidelius Charm,40-49,Male,D,120-149,,spyddto
11622,Confringo,50-59,Male,D,60-89,,fjtnvnt
10766,Confringo,50-59,Male,D,0-29,,qsocpce
25301,Confringo,30-39,Female,D,180+,,lygsfbd
27382,Confringo,30-39,Male,D,0-29,,tifsjbj
20698,Locomotor Mortis,30-39,Male,D,90-119,,ogatfpi
22091,Locomotor Mortis,20-29,Male,D,60-89,,soblhrk
19119,Mobilicorpus,30-39,Male,D,120-149,,cpogqea
10685,Mobilicorpus,50-59,Female,D,60-89,,jsyotby
13301,Duro,30-39,Male,D,30-59,,pfagoyc
16903,Levicorpus,30-39,Male,D,30-59,,eorsrgo
18223,Levicorpus,30-39,Female,D,150-179,,kdzecbj
19513,Levicorpus,20-29,Male,D,90-119,,voaugvr
19787,Levicorpus,20-29,Female,D,30-59,,xagwsxt
24635,Levicorpus,20-29,Male,D,0-29,,mkanebs
24641,Levicorpus,30-39,Female,D,30-59,,ysqlglv
25032,Levicorpus,30-39,Male,D,90-119,,qnrsigd
26251,Fidelius Charm,40-49,Male,D,30-59,,szgwecp
19974,Sonorus,30-39,Male,D,0-29,,osgwybl
20763,Duro,30-39,Female,D,60-89,,btfwbjl
15663,Duro,30-39,Female,D,0-29,,rjqxewp
20889,Duro,20-29,Male,D,30-59,,wfhnndj
22267,Duro,20-29,Male,D,60-89,,pemcvms
10023,Mobilicorpus,60>,Male,D,60-89,,ccmjujr
21001,Mobilicorpus,50-59,Female,D,0-29,,tadhdqe
15875,Mobilicorpus,20-29,Male,D,0-29,,vhzijfc
21644,Mobilicorpus,30-39,Male,D,30-59,,mbodjyi
13734,Locomotor Mortis,40-49,Female,D,60-89,,qcjjryq
50334,Locomotor Mortis,30-39,Male,D,90-119,,smmnozj
23330,Aparecium,50-59,Female,D,120-149,,uimisbv
13669,Aparecium,50-59,Female,D,180+,,sljltof
25217,Mobilicorpus,30-39,Male,D,60-89,,dpfmxda
19296,Fidelius Charm,60>,Female,D,60-89,,pinpbbd
16545,Sonorus,50-59,Female,D,30-59,,hlqtjiq
25670,Duro,30-39,Male,D,60-89,,mnyfepd
22231,Mobilicorpus,40-49,Female,D,0-29,,ooxadom
10841,Duro,40-49,Female,D,60-89,,nqlagaq
19631,Duro,30-39,Male,D,30-59,,wevfqgo
12655,Confringo,50-59,Female,D,30-59,,upmsfqg
13656,Confringo,50-59,Male,D,120-149,,ccflumw
14918,Confringo,40-49,Male,D,30-59,,lbovliu
11338,Confringo,60>,Female,D,0-29,,orwemfz
50446,Confringo,60>,Male,D,0-29,,jxybmqd
11034,Aparecium,50-59,Female,D,180+,,hzcgjox
14251,Locomotor Mortis,40-49,Male,D,60-89,,wmnjhda
18138,Locomotor Mortis,40-49,,D,150-179,,vyhidlo
21324,Locomotor Mortis,30-39,Female,D,150-179,,xniyrrw
26597,Fidelius Charm,30-39,Male,D,0-29,,bnzeuvb
11413,Mobilicorpus,50-59,Female,D,30-59,,zwwdfur
12516,Mobilicorpus,40-49,Female,D,150-179,,vbnwemc
16339,Mobilicorpus,60>,Female,D,60-89,,boituny
27243,Mobilicorpus,40-49,Female,D,30-59,,npjorjy
20649,Levicorpus,20-29,Male,D,90-119,,ojczwpg
24639,Levicorpus,20-29,Female,D,30-59,,pdxszur
28291,Levicorpus,20-29,Female,D,90-119,,nwtervg
14201,Levicorpus,20-29,Female,D,30-59,,blrzlbd
27082,Deprimo,50-59,Male,D,0-29,,wrncehn
22176,Meteolojinx Recanto,50-59,Female,D,30-59,,hrgahbn
24438,Fidelius Charm,40-49,Male,D,0-29,,mpcgezn
20918,Protego Totalum,50-59,Female,D,60-89,,fdojraj
18316,Impedimenta,30-39,Male,D,0-29,,heqzozz
12043,Confringo,50-59,Male,D,120-149,,dagnxco
13070,Confringo,40-49,Female,D,90-119,,bjrsgqt
17763,Confringo,40-49,Female,D,0-29,,jykrplj
19839,Confringo,30-39,Female,D,0-29,,idcpefz
10085,Mobilicorpus,60>,Male,D,120-149,,dzmvzsr
11147,Mobilicorpus,50-59,Male,D,0-29,,gxdjluj
14045,Mobilicorpus,40-49,Male,D,30-59,,cfnxdby
10918,Aparecium,50-59,Female,D,90-119,,obxejjp
26333,Fidelius Charm,20-29,Female,D,0-29,,cfhqxww
10149,Defodio,40-49,Female,D,90-119,,ctvwfvi
19867,Impedimenta,40-49,Female,D,90-119,,xczldvx
19503,Mobilicorpus,30-39,Male,D,30-59,,ugizeej
20461,Mobilicorpus,60>,Female,D,30-59,,ylknnvu
15858,Mobilicorpus,40-49,Female,D,0-29,,qlimful
10244,Sonorus,60>,Female,D,30-59,,htlmwuj
17207,Sonorus,30-39,Female,D,30-59,,kpmmuhb
12224,Aparecium,50-59,Male,D,120-149,,aadkzmn
14815,Aparecium,40-49,Female,D,90-119,,ottqpmh
27993,Aparecium,40-49,Male,D,0-29,,jrmkugy
10126,Aparecium,40-49,Male,D,90-119,,hpnnpcd
22001,Liberacorpus,50-59,Female,D,30-59,,rzlutdq
13000,Specialis Revelio,50-59,Female,D,30-59,,dceaudk
14232,Mobilicorpus,40-49,Male,D,180+,,aalcwxl
10100,Aparecium,60>,Male,D,60-89,,ccgbqzz
13172,Aparecium,40-49,Female,D,30-59,,bvtdgjs
14328,Specialis Revelio,20-29,Male,D,0-29,,bkgmfrj
14996,Locomotor Mortis,30-39,Male,D,0-29,,koomrzj
18907,Locomotor Mortis,50-59,Female,D,120-149,,feitkjn
19783,Levicorpus,20-29,Female,D,90-119,,giryfzr
23328,Levicorpus,40-49,Male,D,180+,,jnaruwi
18873,Confringo,60>,Female,D,150-179,,cizvqot
20905,Mobilicorpus,60>,Female,D,60-89,,xzwjkma
26177,Mobilicorpus,30-39,Male,D,180+,,expihlz
26119,Mobilicorpus,40-49,Male,D,150-179,,krhufiz
26121,Mobilicorpus,30-39,Female,D,60-89,,kcxjvlv
18126,Mobilicorpus,50-59,Male,D,30-59,,fyiltyc
50020,Mobilicorpus,40-49,Male,D,180+,,qmuphoo
26117,Mobilicorpus,20-29,Female,D,0-29,,anqejvc
14655,Mobilicorpus,30-39,Male,D,180+,,srguadx
14703,Mobilicorpus,40-49,Male,D,150-179,,pwdkuhg
26153,Fidelius Charm,30-39,Male,D,30-59,,eeyifuj
11166,Confringo,50-59,Male,D,150-179,,eslzcsx
14005,Confringo,30-39,Female,D,30-59,,vufqbdi
14700,Confringo,30-39,Male,D,90-119,,kznkfwa
13375,Mobilicorpus,40-49,Female,D,120-149,,jplfvte
13510,Mobilicorpus,40-49,Male,D,30-59,,xjbybhm
18601,Mobilicorpus,20-29,Female,D,30-59,,qzhvtdf
25976,Mobilicorpus,40-49,Female,D,30-59,,iuvtvlc
12926,Mobilicorpus,30-39,Male,D,150-179,,rdmseuu
25258,Confringo,40-49,Female,D,0-29,,uvrpbro
23616,Duro,30-39,Female,D,30-59,,zxnsptm
28000,Meteolojinx Recanto,50-59,Male,D,0-29,,xgjfcml
16922,Impedimenta,30-39,Male,D,150-179,,fouzbsn
15314,Impedimenta,20-29,Male,D,30-59,,umbzbvm
12184,Impedimenta,50-59,Female,D,0-29,,myzyauz
12360,Impedimenta,40-49,Female,D,0-29,,kfxmlyl
16181,Impedimenta,40-49,Female,D,30-59,,xtgpxbj
20306,Impedimenta,40-49,Female,D,0-29,,vitoien
21593,Impedimenta,40-49,Male,D,180+,,kcwxxof
21808,Defodio,60>,Female,D,0-29,,vgbxzib
18080,Aparecium,20-29,Male,D,30-59,,oljgkuh
24686,Avada Kedavra,50-59,Male,D,30-59,,hntmpmw
20984,Deprimo,50-59,Male,D,60-89,,rfqzzyf
23570,Deprimo,30-39,Male,D,30-59,,jxfkgff
22745,Impedimenta,40-49,Male,D,60-89,,kanausi
18909,Deprimo,50-59,Female,D,30-59,,ryqnfoz
15270,Impedimenta,40-49,Male,D,60-89,,dkqcmra
24306,Wingardium Leviosa,40-49,Male,D,30-59,,dcexaec
20221,Confringo,60>,Female,D,150-179,,xjpkuyj
24201,Confringo,50-59,Female,D,0-29,,hepdsox
17083,Confringo,50-59,Male,D,30-59,,scvehid
