Username,Team,Age_Range,Gender,Grade,Travel_Time,Special_Feature,Password
10865,Aparecium,50-59,Female,C,60-89,,fizabxy
20615,Fidelius Charm,50-59,Male,C,30-59,,dyykdmx
21688,Aparecium,30-39,Female,C,0-29,,zhplgek
15107,Duro,20-29,Female,C,90-119,,xndpeyw
23214,Mobilicorpus,50-59,Female,C,0-29,,nxvdbvu
21924,Impedimenta,50-59,Male,C,180+,,fwihnnb
14192,Confundo,40-49,Male,C,180+,,ilhgyfu
14285,Duro,30-39,Male,C,60-89,,khbzklq
10604,Confringo,50-59,Female,C,120-149,,wkcoydc
20468,Protego Totalum,50-59,Male,C,90-119,,mahfbtk
22600,Aparecium,40-49,,C,0-29,,qgqrwuz
13066,Aparecium,40-49,Male,C,60-89,,bfjfxkn
28304,Impedimenta,50-59,Male,C,60-89,,iaxmpec
23881,Impedimenta,30-39,Male,C,30-59,,yqdydiy
19495,Mobilicorpus,20-29,Male,C,0-29,,bmhbspi
28153,Mobilicorpus,40-49,Female,C,0-29,,ylsfeyy
15093,Levicorpus,20-29,Male,C,60-89,,rdqoble
20306,Impedimenta,40-49,Female,C,180+,,oeaorsz
16165,Meteolojinx Recanto,20-29,Female,C,180+,,amtddcz
20364,Mobilicorpus,20-29,Male,C,90-119,,vlsfhsj
27012,Levicorpus,40-49,Female,C,180+,,jigluxw
23608,Deprimo,30-39,Male,C,30-59,,ywewodc
13160,Duro,30-39,Female,C,120-149,,cgpiyrj
21221,Duro,50-59,Male,C,30-59,,cbmejwy
28521,Deprimo,40-49,Female,C,30-59,,kanitat
23987,Wingardium Leviosa,30-39,Male,C,0-29,,hjrkavk
23547,Deprimo,30-39,Female,C,60-89,,exlnoup
20468,Scourgify,50-59,Male,C,60-89,,wqcxrkc
23094,Deprimo,50-59,Male,C,150-179,,vluweam
18149,Confringo,30-39,Male,C,90-119,,mpcnchx
20799,Deprimo,50-59,Female,C,90-119,,ssjmxgu
27905,Oppugno,50-59,Male,C,0-29,,tgfhris
17881,Deprimo,40-49,Male,C,60-89,,waovpim
25899,Scourgify,40-49,Female,C,90-119,,nntydaw
19338,Scourgify,30-39,Male,C,150-179,,bnrjxsn
24386,Deprimo,50-59,Female,C,30-59,,fyydyak
22661,Deprimo,50-59,Female,C,120-149,,dbakyxd
22483,Oppugno,20-29,Male,C,60-89,,omwhitf
28010,Scourgify,40-49,Female,C,120-149,,xieunxg
50300,Oppugno,30-39,Male,C,0-29,,wagrjfa
26942,Orchideous,50-59,Male,C,30-59,,iyfnuzt
50015,Mobilicorpus,30-39,Female,C,90-119,,ffkxfly
21509,Deprimo,30-39,Male,C,30-59,,uoorita
24380,Deprimo,30-39,Female,C,90-119,,mntbnii
23484,Deprimo,40-49,Male,C,30-59,,klctfcs
20439,Scourgify,50-59,Female,C,120-149,,sewhmey
19428,Confringo,50-59,Male,C,180+,,yvdhslg
12109,Relashio,50-59,Male,C,0-29,,ckyjijk
28412,Relashio,50-59,Female,C,30-59,,spexbym
50171,Relashio,30-39,Male,C,90-119,,ikfcthu
21924,Deprimo,50-59,Male,C,90-119,,wqhnztr
23262,Deprimo,30-39,Male,C,0-29,,cdhnztl
21313,Deprimo,20-29,Female,C,30-59,,hrqbsgu
27292,Oppugno,50-59,Male,C,150-179,,ivpuxnl
28124,Scourgify,50-59,Male,C,30-59,,wznncrf
19630,Scourgify,50-59,Male,C,60-89,,ithfqxq
28389,Confringo,30-39,Female,C,180+,,znkvnmz
18316,Deprimo,30-39,Male,C,60-89,,wtspcvn
24455,Scourgify,50-59,Female,C,120-149,,vsnrhfi
10420,Relashio,50-59,Female,C,60-89,,huurdzn
13375,Mobilicorpus,40-49,Female,C,60-89,,lgqaiuc
20306,Deprimo,40-49,Female,C,150-179,,zrnnljx
20952,Deprimo,40-49,Male,C,0-29,,riwveer
22921,Oppugno,50-59,Male,C,0-29,,oyjaiva
10339,Oppugno,40-49,Male,C,120-149,,nidehsr
23592,Oppugno,50-59,Female,C,180+,,lvzezht
22226,Avada Kedavra,50-59,Male,C,30-59,,dlsoaym
17388,Deprimo,30-39,Male,C,30-59,,lfunlxg
22819,Deprimo,30-39,Male,C,0-29,,yksfieq
20401,Deprimo,30-39,Male,C,90-119,,pymsebb
16922,Deprimo,30-39,Male,C,150-179,,kickxdh
20293,Deprimo,40-49,,C,0-29,,kvvgxay
21593,Deprimo,40-49,Male,C,150-179,,xzrgang
23713,Reducto,40-49,Female,C,30-59,,dgxtbtz
24969,Deprimo,30-39,Male,C,0-29,,gqfqhnz
23039,Homenum Revelio,30-39,Female,C,30-59,,bkmqolv
21278,Scourgify,50-59,Female,C,120-149,,qdutwal
18859,Scourgify,40-49,,C,180+,,hlctyjr
24470,Scourgify,50-59,Female,C,60-89,,zpfiims
23707,Reparo,30-39,Female,C,0-29,Standing Desk,oyfqtkq
27521,Deprimo,30-39,Male,C,60-89,,ffllrep
25375,Oppugno,50-59,Male,C,30-59,,usbrcdb
20870,Deprimo,50-59,Female,C,90-119,,sbvucjv
12664,Scourgify,50-59,Female,C,0-29,,tclkczt
25397,Oppugno,40-49,Female,C,60-89,,uurqsxr
27779,Mobilicorpus,40-49,Female,C,150-179,,fgvzfvt
21843,Wingardium Leviosa,30-39,Male,C,150-179,,rofheit
28811,Confringo,40-49,Female,C,30-59,,bjdqawe
24419,Deprimo,50-59,Male,C,30-59,,iyeibwu
28744,Scourgify,50-59,Female,C,60-89,,zdamzpo
15874,Scourgify,30-39,Male,C,60-89,,eviugvi
21431,Scourgify,30-39,Female,C,0-29,,wycygcb
28733,Impedimenta,30-39,Male,C,30-59,,cttncaq
15903,Deprimo,30-39,Female,C,150-179,,vvchlmw
22744,Deprimo,30-39,Female,C,60-89,,krxlxoj
25899,Engorgio,40-49,Female,C,60-89,,fwlncyp
13594,Mobilicorpus,40-49,Male,C,30-59,,qzymchk
21431,Aparecium,30-39,Female,C,30-59,,dbwfpup
24840,Engorgio,50-59,Male,C,150-179,,qpsjytu
28010,Engorgio,40-49,Female,C,120-149,,pwaprak
24455,Engorgio,50-59,Female,C,60-89,,gcnqbfe
24488,Mobilicorpus,30-39,Male,C,150-179,,rwgpvqv
24470,Engorgio,50-59,Female,C,180+,,swiycgr
20439,Engorgio,50-59,Female,C,30-59,,ebmjnfx
28744,Engorgio,50-59,Female,C,30-59,,uefdjvb
26192,Aparecium,50-59,Female,C,30-59,,pvuokzp
28124,Engorgio,50-59,Male,C,30-59,,xtcdbek
18071,Duro,30-39,Female,C,30-59,,rlngdfp
12641,Mobilicorpus,40-49,Male,C,30-59,,fyoouqr
14505,Mobilicorpus,50-59,Female,C,60-89,,goizmoj
25724,Reducto,50-59,Female,C,90-119,,hmulkof
19338,Engorgio,30-39,Male,C,30-59,,ancanhj
21278,Engorgio,50-59,Female,C,30-59,,hkiwiha
15874,Engorgio,30-39,Male,C,90-119,,gbvrqtj
22226,Glisseo,50-59,Male,C,30-59,,ycgudlc
19630,Engorgio,50-59,Male,C,90-119,,asapwfb
20468,Engorgio,50-59,Male,C,30-59,,eetjxji
22952,Wingardium Leviosa,50-59,Female,C,90-119,,laqqjqv
12765,Defodio,40-49,Female,C,60-89,Reduced Light,jcwyacq
15093,Mobilicorpus,20-29,Male,C,90-119,,ttjhali
22306,Glisseo,50-59,Female,C,60-89,,cibwvgl
12664,Engorgio,50-59,Female,C,60-89,,xqbjlyl
10123,Deprimo,20-29,Male,C,90-119,,kkebicc
10128,Deprimo,40-49,Female,C,150-179,,mbjalyj
10377,Deprimo,30-39,Female,C,0-29,,zbuzsqc
25342,Mobilicorpus,50-59,Male,C,30-59,,vknbwnd
20468,Confundo,50-59,Male,C,60-89,,ebcbtnf
12664,Confundo,50-59,Female,C,60-89,,xvqtjlz
17305,Deprimo,50-59,Female,C,150-179,,manghje
28124,Confundo,50-59,Male,C,0-29,,trwxjqz
50392,Mobilicorpus,30-39,Female,C,30-59,,djpolek
15608,Orchideous,50-59,Female,C,180+,,dbiwehv
14720,Deprimo,30-39,Male,C,0-29,,nnzkzsr
28733,Deprimo,30-39,Male,C,0-29,,bnbjfhj
24455,Deprimo,50-59,Female,C,60-89,,zldfzfv
15130,Locomotor Mortis,40-49,Male,C,30-59,,ckyeccd
23484,Deprimo,30-39,Male,C,90-119,,uicidvp
18053,Duro,20-29,Male,C,180+,,wpgupmp
18273,Confringo,20-29,Female,C,30-59,,slefxxb
50069,Deprimo,30-39,Female,C,120-149,,vepbexm
11622,Confringo,50-59,Male,C,150-179,,pwevaut
18202,Evanesco,50-59,Female,C,150-179,,yxclqpi
20489,Mobilicorpus,50-59,Female,C,150-179,,dqyfezc
15314,Deprimo,20-29,Male,C,30-59,,kehnrgg
15270,Deprimo,40-49,Male,C,0-29,,afdpily
25724,Reducto,50-59,Female,C,60-89,,edxewni
17526,Locomotor Mortis,30-39,Female,C,0-29,,jnwcatc
20945,Levicorpus,50-59,Male,C,30-59,,kaacvrm
21454,Duro,20-29,Male,C,0-29,,dpepwmm
11949,Confringo,40-49,Male,C,60-89,,bbbupkt
26830,Mobilicorpus,50-59,Male,C,120-149,,ftnsnkb
14811,Aparecium,40-49,Female,C,60-89,,hwgndxt
24425,Aparecium,50-59,Male,C,150-179,,cuttkho
20439,Sonorus,50-59,Female,C,0-29,,nyaaqex
19819,Confringo,30-39,Male,C,0-29,,hntfnmv
24196,Duro,30-39,Female,C,30-59,,nesxihd
13729,Aparecium,50-59,Male,C,60-89,,csmzpmz
24496,Reducto,40-49,Female,C,60-89,,szlognm
19503,Mobilicorpus,30-39,Male,C,0-29,,ovsrexm
15314,Impedimenta,20-29,Male,C,0-29,,wzmdxhh
10126,Aparecium,40-49,Male,C,150-179,,rngjujt
50171,Liberacorpus,30-39,Male,C,30-59,,drjvwtq
22911,Confringo,40-49,Female,C,0-29,,pisnlxd
22156,Deprimo,30-39,Female,C,30-59,,bwbydxd
18983,Duro,40-49,Male,C,150-179,,qalzuvn
17088,Sonorus,50-59,Female,C,120-149,,moqtbyz
20705,Confringo,50-59,Female,C,150-179,,yeazwuo
12178,Fidelius Charm,40-49,Male,C,180+,,lpeqxkg
15608,Confundo,50-59,Female,C,60-89,,zecqjzo
23547,Oppugno,30-39,Female,C,30-59,,eldohvb
20439,Expulso,50-59,Female,C,0-29,,liumvoy
14505,Duro,50-59,Female,C,30-59,,ldxioor
23286,Confringo,50-59,Male,D,30-59,,rodnvpa
28244,Mobilicorpus,50-59,Female,D,60-89,,alisgjs
18502,Levicorpus,30-39,Male,D,30-59,,lpurnhs
15489,Sonorus,30-39,Female,D,150-179,,sonwlcj
16016,Liberacorpus,30-39,Male,D,120-149,,rxyytuz
50417,Duro,30-39,Male,D,30-59,,emhezst
23762,Mobilicorpus,50-59,Female,D,150-179,,fimndim
26909,Mobilicorpus,50-59,Male,D,120-149,,drxkawl
15324,Mobilicorpus,20-29,Male,D,60-89,,ajxlgrq
17170,Mobilicorpus,50-59,Female,D,30-59,,qzbsnux
27056,Meteolojinx Recanto,50-59,Female,D,90-119,,xcdfezw
27999,Defodio,40-49,Female,D,0-29,,whcencc
19427,Impedimenta,60>,Male,D,0-29,,yfhfjij
27316,Impedimenta,40-49,Male,D,30-59,,jrihwjw
11435,Confringo,50-59,Male,D,30-59,,tpgekrf
12654,Mobilicorpus,40-49,Female,D,30-59,,ivtyyxc
26486,Aparecium,50-59,Female,D,150-179,,mkuybvb
14725,Duro,40-49,Male,D,0-29,,cmhestv
26784,Imperio,50-59,Female,D,30-59,,xprzwrw
25935,Locomotor Mortis,50-59,Female,D,180+,,cmyuusu
28821,Impedimenta,40-49,Male,D,60-89,,rgvzhpm
10601,Mobilicorpus,50-59,Female,D,60-89,,ovmthgo
21270,Mobilicorpus,50-59,Male,D,120-149,,wnwwxmj
21756,Mobilicorpus,20-29,Male,D,0-29,,pycnyqy
18341,Mobilicorpus,60>,Male,D,120-149,,vrdmvyv
27398,Aparecium,50-59,Male,D,150-179,,risphxk
25223,Locomotor Mortis,50-59,Male,D,60-89,,edpodpy
22204,Mobilicorpus,50-59,Female,D,30-59,,ftlrtno
10624,Mobilicorpus,50-59,Male,D,0-29,,bcpnres
15086,Impedimenta,30-39,Female,D,180+,,jeavrkk
23331,Impedimenta,60>,Male,D,0-29,,vrdqspe
10532,Locomotor Mortis,50-59,Female,D,60-89,,pumcxpr
12419,Mobilicorpus,50-59,Female,D,0-29,,vtxkjgw
20398,Levicorpus,30-39,Male,D,30-59,,vntauqr
23460,Levicorpus,20-29,Female,D,30-59,,owjbhed
10042,Confringo,60>,Male,D,180+,,srtjfex
11340,Confringo,50-59,Male,D,60-89,,oxzeqwm
21206,Confringo,50-59,Male,D,60-89,,fihrekp
28576,Confringo,40-49,Male,D,90-119,,wwqonkw
12084,Confringo,40-49,Male,D,30-59,,ipitfwg
24410,Duro,50-59,Male,D,90-119,,gadddjn
22871,Impedimenta,50-59,Male,D,0-29,,hoproal
14014,Defodio,50-59,Female,D,90-119,,tfrpxgl
24244,Meteolojinx Recanto,40-49,Female,D,0-29,,wuozxwj
23493,Aparecium,50-59,Female,D,150-179,,hqpjnmr
28580,Aparecium,50-59,Female,D,30-59,,tjjjtdz
18209,Avada Kedavra,40-49,,D,30-59,,vamlaiy
19734,Avada Kedavra,60>,Female,D,90-119,,yodgjqr
18523,Impedimenta,40-49,Female,D,0-29,,pqaodkw
19177,Mobilicorpus,30-39,Male,D,120-149,,hhwdrdh
21627,Mobilicorpus,50-59,Female,D,30-59,,kbiulcl
21752,Mobilicorpus,20-29,Male,D,180+,,ytetznj
18506,Mobilicorpus,50-59,Female,D,60-89,,mqkgifl
18649,Mobilicorpus,30-39,Male,D,60-89,,zklotbf
27883,Mobilicorpus,50-59,Male,D,0-29,,kerldoh
23029,Sonorus,50-59,Female,D,0-29,,whzpktz
17526,Locomotor Mortis,30-39,Female,D,180+,,wkxsqfm
20383,Levicorpus,30-39,Male,D,30-59,,nxpyhki
10849,Sonorus,50-59,Female,D,0-29,,xjbrxwo
11004,Sonorus,50-59,Male,D,150-179,,jjntjxi
12746,Sonorus,50-59,Male,D,30-59,,tslmsnz
19377,Sonorus,50-59,Male,D,90-119,,vinvkly
23704,Sonorus,40-49,Male,D,30-59,,xscvaud
24209,Sonorus,30-39,Female,D,150-179,,egopnwg
25978,Sonorus,40-49,,D,30-59,,kayniwz
26231,Sonorus,40-49,Male,D,60-89,,rqnrwnv
21083,Sonorus,50-59,Female,D,60-89,,lzlxoht
21694,Sonorus,50-59,Female,D,30-59,,dedbrxf
23585,Sonorus,50-59,Female,D,30-59,,omrupnl
27875,Sonorus,40-49,Female,D,30-59,,vowbqiv
16466,Sonorus,50-59,Female,D,0-29,,dzdzahx
27896,Defodio,40-49,Female,D,120-149,,aqifavl
18167,Levicorpus,30-39,Male,D,120-149,,tvodfqm
19049,Imperio,40-49,Male,D,30-59,,zqkffhh
26587,Imperio,30-39,Male,D,30-59,,ubdkosm
20991,Imperio,50-59,Female,D,30-59,,ghmpnpe
21283,Imperio,50-59,Female,D,60-89,,ctiyrdj
22259,Imperio,50-59,Female,D,180+,,csbpfon
22914,Imperio,50-59,Male,D,150-179,,jwjwwcx
26059,Imperio,50-59,Female,D,150-179,,xatrokt
26062,Imperio,50-59,Female,D,120-149,,nckmbuh
17732,Imperio,50-59,Male,D,0-29,,avjtosu
11969,Duro,50-59,Male,D,30-59,,dxowinr
12202,Duro,40-49,Female,D,30-59,,mmbtxfg
22330,Duro,20-29,Female,D,90-119,,oqeydat
24361,Duro,20-29,Male,D,120-149,,ozjtqaa
26565,Duro,50-59,Female,D,30-59,,evxkffq
16282,Duro,40-49,Male,D,30-59,,errujhy
24196,Duro,30-39,Female,D,120-149,,yuwbrue
19551,Levicorpus,30-39,Male,D,0-29,,tssbrze
20555,Levicorpus,20-29,Male,D,0-29,,nyewyvv
14210,Confringo,50-59,Male,D,30-59,,zcstpzu
15242,Mobilicorpus,30-39,Female,D,0-29,,jolthhu
16684,Mobilicorpus,50-59,Male,D,0-29,,qbgxjxe
16690,Mobilicorpus,60>,Female,D,0-29,,erbzcre
19221,Mobilicorpus,20-29,Male,D,60-89,,kuuzoml
19610,Mobilicorpus,20-29,Female,D,60-89,,rzmqzmn
19819,Mobilicorpus,30-39,Male,D,30-59,,ukwkdws
20672,Mobilicorpus,30-39,Female,D,90-119,,sbugitu
20679,Mobilicorpus,30-39,Male,D,30-59,,ymjshid
21262,Mobilicorpus,30-39,Male,D,60-89,,nmfhsew
25988,Mobilicorpus,20-29,Male,D,0-29,,buiyqot
17900,Mobilicorpus,30-39,Male,D,120-149,,bllelcf
22808,Fidelius Charm,40-49,Male,D,180+,,wvstrjn
19024,Fidelius Charm,50-59,Female,D,30-59,,xzmrybv
20743,Fidelius Charm,50-59,Female,D,60-89,,gardicd
12178,Fidelius Charm,40-49,Male,D,180+,,fkacjyz
50367,Fidelius Charm,30-39,Male,D,150-179,,slwciqz
20384,Levicorpus,30-39,Male,D,30-59,,szuhzfm
19433,Fidelius Charm,20-29,Female,D,0-29,,khkduqh
14023,Defodio,50-59,Male,D,60-89,,ncbflhl
12578,Confringo,50-59,Male,D,150-179,,nllmvqw
15393,Confringo,20-29,Male,D,60-89,,pdfvysh
18273,Confringo,20-29,Female,D,30-59,,tyuqidu
26158,Confringo,30-39,Male,D,90-119,,tuqktur
12507,Confringo,30-39,Male,D,30-59,,cxwrvce
20705,Confringo,50-59,Female,D,30-59,,fvpvkxo
24219,Confringo,50-59,Female,D,90-119,,cxzznsg
10792,Confringo,40-49,Male,D,120-149,,ieqkrum
11949,Confringo,40-49,Male,D,0-29,,gwhixqb
20455,Locomotor Mortis,30-39,Female,D,150-179,,zlbnzqj
18598,Levicorpus,30-39,Female,D,90-119,,iornkcx
10345,Locomotor Mortis,50-59,Female,D,120-149,,uhzgbqo
20085,Locomotor Mortis,40-49,Male,D,150-179,,bkazvez
22178,Locomotor Mortis,20-29,Female,D,0-29,,erjupbw
26813,Locomotor Mortis,40-49,Female,D,60-89,,nkycwrg
22166,Locomotor Mortis,50-59,Male,D,60-89,,djnqknl
13987,Locomotor Mortis,40-49,Female,D,180+,,kspwixn
10018,Mobilicorpus,60>,Male,D,90-119,,elrspoo
17826,Mobilicorpus,30-39,Male,D,30-59,,xzmmghg
18218,Mobilicorpus,40-49,Male,D,180+,,tcuhjiw
18658,Mobilicorpus,20-29,Female,D,0-29,,qrxgoca
20692,Mobilicorpus,20-29,Male,D,30-59,,edjxuql
22068,Mobilicorpus,40-49,Male,D,60-89,,losonrs
19210,Mobilicorpus,50-59,Male,D,60-89,,cewrjwu
19516,Mobilicorpus,40-49,,D,30-59,,dwdpgzq
22366,Mobilicorpus,50-59,Male,D,0-29,,mrxgwsx
24222,Mobilicorpus,40-49,,D,150-179,,ytqctmt
26830,Mobilicorpus,50-59,Male,D,180+,,vbnxawk
24398,Mobilicorpus,50-59,Female,D,30-59,,bgktkuk
50541,Mobilicorpus,60>,Female,D,60-89,,donbwei
11032,Duro,50-59,Male,D,60-89,,evhppzg
14731,Duro,40-49,Male,D,60-89,,onlthmd
16364,Duro,30-39,Male,D,120-149,,hidcsrq
17370,Duro,20-29,Male,D,60-89,,wjktphe
21393,Duro,30-39,Male,D,60-89,,moqtfoa
21422,Duro,40-49,Female,D,60-89,,ykywzet
22251,Duro,50-59,Female,D,30-59,,uukzoem
13015,Duro,30-39,Female,D,30-59,,tznfbiy
20377,Duro,50-59,Female,D,0-29,,jowjkpk
19199,Duro,50-59,Male,D,0-29,,uzcaeqr
19904,Duro,30-39,Male,D,120-149,,ugggeij
21284,Duro,40-49,,D,30-59,,yhgkegt
14959,Confringo,30-39,Male,D,60-89,,jdrjkip
17538,Mobilicorpus,20-29,Female,D,150-179,,zfghfpy
23964,Sonorus,50-59,Female,D,120-149,,drncjif
15878,Duro,40-49,Male,D,30-59,,uoiraze
21735,Duro,30-39,Female,D,120-149,,nxyiqej
12523,Mobilicorpus,40-49,Male,D,60-89,,dtluhwi
17532,Mobilicorpus,30-39,Male,D,150-179,,nwujihe
18374,Mobilicorpus,50-59,Female,D,30-59,,yfgrnnw
27033,Mobilicorpus,60>,Male,D,180+,,xsfjiav
20530,Mobilicorpus,50-59,Male,D,120-149,,sxmybrf
50327,Mobilicorpus,60>,Male,D,30-59,,mepnkhw
18928,Locomotor Mortis,40-49,Female,D,30-59,,befphxg
15124,Locomotor Mortis,30-39,Male,D,150-179,,usqyuca
12681,Specialis Revelio,50-59,Male,D,30-59,,syvhrnr
24218,Mobilicorpus,50-59,Female,D,30-59,,gfancho
23175,Defodio,30-39,Female,D,0-29,,npunrcn
28889,Defodio,40-49,Female,D,30-59,,phjvgrb
10600,Mobilicorpus,50-59,Female,D,180+,,fcrtrus
14786,Mobilicorpus,40-49,Female,D,30-59,,mhiatpf
25695,Mobilicorpus,50-59,Male,D,30-59,,gjqyrht
27132,Mobilicorpus,50-59,Male,D,180+,,ylzkhdl
13719,Mobilicorpus,40-49,Male,D,180+,,fkaixbv
15724,Mobilicorpus,40-49,Female,D,30-59,,tlipygp
14009,Locomotor Mortis,50-59,Female,D,0-29,,aapoxnz
20214,Defodio,50-59,Male,D,150-179,,pynnekv
50435,Aparecium,30-39,Female,D,0-29,,zefhlke
24867,Liberacorpus,50-59,Male,D,90-119,,vbjujey
10004,Fidelius Charm,50-59,Male,D,120-149,,chhtggs
11113,Fidelius Charm,50-59,Male,D,120-149,,nflflyw
26954,Fidelius Charm,30-39,Female,D,60-89,,whqxdtp
16758,Geminio,50-59,Male,D,60-89,,jugpnmo
14416,Duro,50-59,Male,D,30-59,,raqkrcz
11291,Duro,40-49,Female,D,60-89,,gquqgkg
14160,Duro,50-59,Female,D,90-119,,xyjfczz
27729,Fidelius Charm,50-59,Male,D,30-59,,naenfqh
10020,Mobilicorpus,60>,Male,D,30-59,,psezdyh
10957,Mobilicorpus,50-59,Female,D,0-29,,wmymjfd
14409,Duro,50-59,Female,D,30-59,,qouhogx
23644,Duro,50-59,Male,D,0-29,,dihlpqo
21102,Fidelius Charm,50-59,Female,D,90-119,,rtqtpgt
15197,Confringo,40-49,Male,D,30-59,,faemycj
11095,Locomotor Mortis,50-59,Female,D,30-59,,hcvqdnk
23109,Locomotor Mortis,30-39,Male,D,60-89,,epdqvhz
50598,Locomotor Mortis,60>,Male,D,60-89,,qkuyroq
19190,Diffindo,60>,Female,D,0-29,,sxkkqbd
13613,Fidelius Charm,40-49,,D,60-89,,ffhljaf
18446,Fidelius Charm,50-59,Female,D,150-179,,pmmoeio
20865,Geminio,50-59,Female,D,60-89,,kqsjuvg
10159,Mobilicorpus,50-59,Female,D,90-119,,qdyvbzu
12636,Mobilicorpus,40-49,,D,120-149,,jiaqmee
23091,Mobilicorpus,50-59,Female,D,0-29,,rhknzoq
28716,Mobilicorpus,50-59,Female,D,0-29,,uabjlwy
19086,Mobilicorpus,60>,Female,D,60-89,,fvnqkat
25324,Meteolojinx Recanto,50-59,Female,D,60-89,,lhiyfuy
27021,Meteolojinx Recanto,50-59,Female,D,60-89,,apentiy
18876,Fidelius Charm,60>,Male,D,180+,,jtdrhju
25576,Defodio,50-59,Female,D,60-89,,loibipl
27618,Defodio,40-49,Male,D,60-89,,jrdscrt
24212,Impedimenta,30-39,Female,D,60-89,,onseukh
19940,Confringo,40-49,Male,D,0-29,,vumvoru
18547,Confringo,40-49,Male,D,90-119,,pstvmss
19428,Confringo,50-59,Male,D,60-89,,kyzgsad
10987,Reducto,50-59,Female,D,0-29,,lanrtpf
28475,Reducto,40-49,Female,D,150-179,,yduegtm
11218,Mobilicorpus,60>,Male,D,90-119,,jyxujci
23170,Mobilicorpus,50-59,Male,D,0-29,,oeomzzj
23835,Mobilicorpus,50-59,Female,D,90-119,,zitikhv
18522,Prior Incantato,50-59,Male,D,120-149,,zftzgek
21315,Sonorus,50-59,Female,D,30-59,,vxtosxy
25918,Aparecium,50-59,Female,D,60-89,,jiihbns
25812,Duro,50-59,Female,D,120-149,,uueexxp
18219,Locomotor Mortis,20-29,Male,D,90-119,,qcpcxwg
22314,Locomotor Mortis,40-49,Female,D,60-89,,qsvmnyo
20167,Locomotor Mortis,50-59,Female,D,30-59,,kdtgzma
15694,Fidelius Charm,40-49,Male,D,30-59,,jlerwbp
10501,Mobilicorpus,50-59,Female,D,120-149,,urqnpuh
11999,Mobilicorpus,50-59,Female,D,60-89,,aedwifv
20749,Mobilicorpus,30-39,Male,D,150-179,,enzhuvc
26190,Mobilicorpus,30-39,Female,D,150-179,,owchoda
22729,Mobilicorpus,50-59,Female,D,30-59,,wlqjami
11229,Duro,40-49,Female,D,0-29,,brkzscu
17920,Duro,30-39,Female,D,60-89,,zhccafw
18562,Locomotor Mortis,30-39,Male,D,150-179,,nuigoqe
22131,Locomotor Mortis,20-29,Female,D,180+,,renuipc
15130,Locomotor Mortis,40-49,Male,D,90-119,,mvumube
10988,Specialis Revelio,50-59,Female,D,30-59,,afmcmzq
28574,Mobilicorpus,50-59,Male,D,180+,,sptuotr
19150,Locomotor Mortis,20-29,Female,D,30-59,,jgkbtfb
18689,Locomotor Mortis,60>,Female,D,30-59,,bnlfruv
25865,Locomotor Mortis,50-59,Female,D,120-149,,dwzlobs
25929,Locomotor Mortis,50-59,Male,D,180+,,kubwpgq
20399,Locomotor Mortis,50-59,Female,D,30-59,,bfvrhtb
28315,Avada Kedavra,40-49,Female,D,150-179,,inkzhft
19229,Liberacorpus,60>,Male,D,0-29,,nqfgifg
24182,Liberacorpus,50-59,Male,D,120-149,,foluwhi
27311,Liberacorpus,40-49,Male,D,0-29,,gpwwbtx
15259,Locomotor Mortis,30-39,Female,D,30-59,,ftwquid
27338,Mobilicorpus,20-29,Female,D,120-149,,zrpunfa
26786,Aparecium,30-39,Male,D,30-59,,lxsqklz
11723,Mobilicorpus,50-59,Female,D,0-29,,poqyilx
17218,Mobilicorpus,30-39,Female,D,0-29,,lylonss
26516,Mobilicorpus,30-39,Female,D,90-119,,mvxppck
26603,Mobilicorpus,60>,Male,D,60-89,,ynfbnkn
15278,Mobilicorpus,20-29,Male,D,60-89,,robcnhd
26181,Mobilicorpus,40-49,Female,D,60-89,,rmmexel
50414,Mobilicorpus,30-39,Male,D,60-89,,xsrslgb
24971,Mobilicorpus,30-39,Female,D,180+,,lbzluuv
25975,Mobilicorpus,40-49,Male,D,30-59,,ppfdlhm
26122,Mobilicorpus,30-39,Male,D,30-59,,xxcyzzf
28440,Mobilicorpus,50-59,Female,D,0-29,,veblqwu
24534,Mobilicorpus,30-39,Male,D,60-89,,opnkpnv
22816,Mobilicorpus,20-29,Female,D,120-149,,qwtbmbr
12127,Specialis Revelio,40-49,Male,D,120-149,,bnpopxm
27682,Specialis Revelio,50-59,Female,D,60-89,,izqygfq
26563,Fidelius Charm,50-59,Male,D,30-59,,jbhlitv
14038,Confringo,40-49,Female,D,0-29,,oixrext
23372,Confringo,30-39,Female,D,60-89,,tdtmfsx
20045,Confringo,50-59,Female,D,120-149,,dybqdfc
20706,Confringo,50-59,Male,D,0-29,,oputqwm
27111,Confringo,40-49,Male,D,90-119,,zkpbfoc
17894,Confringo,30-39,Female,D,150-179,,ceqzlwh
23943,Confringo,50-59,Female,D,30-59,,wlgflah
10774,Mobilicorpus,50-59,Female,D,30-59,,newftwd
13594,Mobilicorpus,40-49,Male,D,60-89,,irfgmml
19039,Mobilicorpus,20-29,Female,D,60-89,,tijbblv
21519,Mobilicorpus,50-59,Male,D,0-29,,lifqqez
20761,Mobilicorpus,50-59,Female,D,120-149,,xlidfib
19330,Mobilicorpus,50-59,Female,D,180+,,pdehfjn
24550,Avada Kedavra,30-39,Male,D,0-29,,airurqc
10909,Locomotor Mortis,60>,Female,D,0-29,,zbrnqai
19406,Locomotor Mortis,60>,Male,D,90-119,,abmsayr
